dipteshwar,डिप्टेश्वर,डिप्टेश्वर
sarvabeej,सर्वबीज,सर्वबीज
happenings,हैपनिंग्स,हैपनिंग्स
dravyarashi,द्रव्यराशि,द्रव्यराशि
farrukhabaj,फर्रुखाबाज,फर्रुखाबाज
msd,एमएसडी,एमएसडी
adhyansheel,अध्यनशील,अध्यनशील
galcambal,गलकम्बल,गलकम्बल
suhasji,सुहासजी,सुहासजी
ksheenak,क्षीणक,क्षीणक
meiklejohn,मिकेलजॉन,मिकेलजॉन
macleod,मैकिलोड,मैकिलोड
lokaparw,लोकपर्व,लोकपर्व
oliviera,ओलिवियरा,ओलिवियरा
noypal,नॉयपाल,नॉयपाल
sahityaratna,साहित्यरत्न,साहित्यरत्न
ghoshanesah,घोषणेसह,घोषणेसह
bachegouda,बाचेगौडा,बाचेगौडा
gumanpur,गुमानपुर,गुमानपुर
popade,पोपडे,पोपडे
parishkritata,परिष्कृतता,परिष्कृतता
npti,एनपीटीआई,एनपीटीआई
jaminachi,जामिनाची,जामिनाची
nakaratmak,नकरात्मक,नकरात्मक
pratidvantita,प्रतिद्वंतिता,प्रतिद्वंतिता
tiffinwala,टिफिनवाला,टिफिनवाला
vlined,व्लाइंड,व्लाइंड
prakriyevaroon,प्रक्रियेवरून,प्रक्रियेवरून
marmelos,मार्मेलोस,मार्मेलोस
gapada,गपाड़ा,गपाड़ा
afsarnuma,अफसरनुमा,अफसरनुमा
arco,आर्को,आर्को
chhailu,छैलू,छैलू
tarohala,तरोहला,तरोहला
chukwin,चुक्विन,चुक्विन
firuni,फिरूनी,फिरूनी
underpaths,अंडरपाथों,अंडरपाथों
abhiyaachit,अभियाचित,अभियाचित
kreyon,क्रेयों,क्रेयों
guraadiyaamaana,गुराड़ियामाना,गुराड़ियामाना
kshetragyavibhagayog,क्षेत्रज्ञविभागयोग,क्षेत्रज्ञविभागयोग
dvidhruvi,द्विध्रुवी,द्विध्रुवी
vivekanidhi,विवेकनिधि,विवेकनिधि
shamiti,शमिति,शमिति
maenam,मेनम,मेनम
pratikrantiyon,प्रतिक्रान्तियों,प्रतिक्रान्तियों
darupayog,दरूपयोग,दरूपयोग
baazaarbaad,बाज़ारबाद,बाज़ारबाद
sharatiyon,शरातियों,शरातियों
inden,इन्डेन,इन्डेन
joerg,जोएर्ग,जोएर्ग
dooars,दुरस,दुरस
sathjina,साथजीना,साथजीना
karyanchi,कार्यांची,कार्यांची
khurpenchiyan,खुरपेंचियां,खुरपेंचियां
nrdc,एनआरडीसी,एनआरडीसी
newzom,न्यूज़ोम,न्यूज़ोम
jeernodhaar,जीर्णोद्धार,जीर्णोद्धार
ketkeeping,केटकीपिंग,केटकीपिंग
rishwatkhori,रिश्वतखोरी,रिश्वतखोरी
nakata,नाकाटा,नाकाटा
praatamiktaa,प्रातमिकता,प्रातमिकता
talatod,तालातोड़,तालातोड़
karungli,करुंगली,करुंगली
kararasathi,करारासाठी,करारासाठी
dhokhakhaye,धोखाखाए,धोखाखाए
koratala,कोराटाला,कोराटाला
rantna,रंतना,रंतना
saadhanaatit,साधनातीत,साधनातीत
lekaane,लेकाने,लेकाने
kalungu,कलुंगू,कलुंगू
mendonsa,मेंडोंसा,मेंडोंसा
platinium,प्लेटीनियम,प्लेटीनियम
anonizing,एनोनाइजिंग,एनोनाइजिंग
wichlich,विचलिच,विचलिच
steven,स्टीवन,स्टीवन
gingelly,जिंजली,जिंजली
pashupatishwar,पशुपतीश्वर,पशुपतीश्वर
aishmukaam,ऐशमुकाम,ऐशमुकाम
chorkol,चोरकोल,चोरकोल
nata,नाता,नाता
tazruba,तज़रुबा,तज़रुबा
matisek,मैटिसेक,मैटिसेक
maddins,मेडिंस,मेडिंस
valin,वालिन,वालिन
kanjolia,कंजोलिया,कंजोलिया
kaluwas,कलुवास,कलुवास
sakalpana,सकल्पना,सकल्पना
vachikrupen,वाचिकरूपेण,वाचिकरूपेण
dhokhaghadi,धोखाघडी,धोखाघडी
pctc,पीसीटीसी,पीसीटीसी
divizan,डिविजन,डिविजन
agardhatt,अगरधत्त,अगरधत्त
smpreshan,सम्प्रेषण,सम्प्रेषण
affliate,एफ्लिएट,एफ्लिएट
kokanasth,कोकनस्थ,कोकनस्थ
pechkash,पेचकश,पेचकश
